username,rating,sentiment,date,review,clean_review
Aditya Panda,5,Positive,2026-04-16 22:10:24,"The new Group Ride feature is a total win for my wallet. Being able to share a ride with friends from different pickup points and saving up to 40% on the fare is genius—the AI handles all the routing math automatically. I also love the Grab More update; I can now add a bubble tea to my dinner order from a second shop with zero extra delivery fee. It’s finally starting to feel like the 'super-app' we were promised.""",new group ride feature total win wallet able share ride friend different pickup point saving fare geniusthe handle routing math automatically love update add bubble tea dinner order second shop zero extra delivery fee finally starting feel like superapp promised
Nicole Martin,1,Negative,2026-04-16 21:35:55,"I have tried several ways to pinpoint my exact location but there is something wrong with the map location. It is very inconvenient in a way that the drivers asked for more charge even if we provided a note regarding the address because we cannot get the exact location. Because of this, I am thinking of switching to other app for more convenience.",tried several way pinpoint exact location something wrong map location inconvenient way driver asked charge even provided note regarding address exact location thinking switching convenience
Sherilyn Villanueva,5,Positive,2026-04-16 21:20:31,very good,good
Phu Tai Huynh,1,Negative,2026-04-16 21:16:53,"À, không có gì lớn cả. Tôi chỉ nhắn là tôi xóa app. Cũng huy động người nhà xóa app chuyển qua Xanh Taxi. Tôi có quyết định này là để ủng hộ công lý cho anh tài xế Tiến Hùng. Grab cứ yên tâm là tôi sẽ kể câu chuyện của anh tài xế Tiến Hùng cho tất cả mọi người tôi quen biết. Xin chào và quyết thắng. Cho tôi gửi lời thăm nhạc sĩ Minh Khang Grab nhé. Chúc Grab sớm nhận được nhũng gì xứng đáng.",khng nhn cng huy ngi chuyn qua xanh taxi quyt cng cho anh tin hng chuyn anh tin hng cho ngi quen bit xin cho quyt thng cho thm nhc minh khang chc nhn nhng xng
sham alz,5,Positive,2026-04-16 21:16:51,love it,love
hasaidi said,5,Positive,2026-04-16 21:13:04,no idea overall perfect,idea overall perfect
Mardiana Daud,5,Positive,2026-04-16 21:04:58,alhamdulillah..harga mknan melalui grab lbh murah banding apps lain,alhamdulillahharga mknan melalui lbh murah banding apps lain
Leng Garcia,5,Positive,2026-04-16 21:01:57,good💗,good
Jim Price,5,Positive,2026-04-16 20:20:24,Very fast to come and very fast to destination.,fast come fast destination
Maznah Ahmad,5,Positive,2026-04-16 19:29:44,delicious food as always,delicious food always
Wan Fatma Azura Wan Mahamood,1,Negative,2026-04-16 19:27:16,"aplikasi ini sukar difahami, sukar utk membuat tempahan makanan terutama ketika ubah maklumat alamat.",aplikasi ini sukar difahami sukar utk membuat tempahan makanan terutama ketika ubah maklumat alamat
Hijau • Ungu,1,Negative,2026-04-16 19:26:43,BANK DAH TOLAK TAPI TOPUP TAK MASUK,bank dah tolak tapi topup tak masuk
Ronie Anoos,5,Positive,2026-04-16 19:03:08,Maayos n rider .. Thank you paps,maayos rider thank pap
Izzah Amirah,5,Positive,2026-04-16 18:54:39,"Grab ialah memudahkan saya menempah pengangkutan, penghantaran makanan, dan pelbagai perkhidmatan harian dalam satu platform. Aplikasi ini mudah digunakan serta menawarkan banyak pilihan perkhidmatan. Secara keseluruhan, Grab sangat praktikal untuk urusan harian dan perjalanan saya.",ialah memudahkan saya menempah pengangkutan penghantaran makanan dan pelbagai perkhidmatan harian dalam satu platform aplikasi ini mudah digunakan serta menawarkan banyak pilihan perkhidmatan secara keseluruhan sangat praktikal untuk urusan harian dan perjalanan saya
Haza _,5,Positive,2026-04-16 18:46:18,Met some very kind drivers while using grab^^,met kind driver using
Low Jing Yang,1,Negative,2026-04-16 18:40:04,"grab food faulty and lack of customer service and AI help bot is not helpful at all, feels like talking to a wall",food faulty lack customer service help bot helpful feel like talking wall
Rick Vest,1,Negative,2026-04-16 18:24:21,won't let use can't contact me by WhatsApp. POS app,wont let cant contact whatsapp po
Irfan Zainorden,1,Negative,2026-04-16 18:20:39,internat guna bnayk nk on grab,internat guna bnayk
Nesia C,3,Neutral,2026-04-16 17:47:58,"males nya pake grab, map nya gak update. lokasi kos gak ketemu di map grab, tapi di aplikasi sebelah ketemu aja tuh. di google map, kosnya malah udah berdiri 7 tahun lalu. sebel.",male nya pake map nya gak update lokasi ko gak ketemu map tapi aplikasi sebelah ketemu aja tuh google map kosnya malah udah berdiri tahun lalu sebel
Dilip Kumar Tharu,5,Positive,2026-04-16 17:29:23,Good 👍,good
Joey Tan,5,Positive,2026-04-16 16:54:13,very well,well
Benthon Braga,5,Positive,2026-04-16 16:15:37,good service,good service
Lincoln Tan,5,Positive,2026-04-16 15:54:35,Driver have pleasant and friendly personality,driver pleasant friendly personality
Shafiq Iqmal,3,Neutral,2026-04-16 15:51:13,"your app bugged, it said ""Driver was confirming"" but I already see in the notifications hes on his way & I dont know the plate number. I tried to cancel the driver & it didnt count, so know I get charged 3 Ringgit for the cancellation fee.",bugged said driver confirming already see notification he way dont know plate number tried cancel driver didnt count know charged ringgit cancellation fee
Café de Noelia (toku_gunner),1,Negative,2026-04-16 15:47:38,grab driver ห่วยลง เรียกแล้วยกเลิกบ่อยครั้ง ทั้งๆที่ใช้ unlimited แล้วก็ตาม,driver unlimited
Emie Sorilla,5,Positive,2026-04-16 15:38:06,very nice service,nice service
Sean Butcher,5,Positive,2026-04-16 15:01:20,great service,great service
Nur Insyirah,5,Positive,2026-04-16 13:57:12,Grab is very convenient for both transport and food delivery. Booking is quick and the app is easy to use.,convenient transport food delivery booking quick easy
david lian,5,Positive,2026-04-16 13:30:35,good,good
Zhai Marayan,5,Positive,2026-04-16 13:29:41,Best service thank you❤️,best service thank
Ajay Kumar,5,Positive,2026-04-16 13:06:45,very nice app,nice
basicness100,4,Positive,2026-04-16 12:54:14,"Generally good, but sometimes drivers accept a ride before they've dropped off the last person then they end up going further away than they were originally and quite often cancel or force people to wait longer. This can be annoying and time consuming. Still better than Ubet used to be when the driver turned up an hour late then tried to charge me for the extra hour.",generally good sometimes driver accept ride theyve dropped last person end going away originally quite often cancel force people wait longer annoying time consuming still better ubet used driver turned hour late tried charge extra hour
Diño Arriesgado,5,Positive,2026-04-16 12:44:32,nice,nice
Siti Nur Amani,2,Negative,2026-04-16 12:35:29,"Look, i like using grab. Most times it works fine. But there were like times when after I transfer money from my online banking to topup my Grab Pay Wallet the money did not appeared eventhough the bank had clearly stated that the transaction was succesful. I waited hours but my money still does not appear. Yes its RM20 but thats a lot for me ok. Please fix this issue. I find that the Help Centre doesnt help as AI Chat was used.",look like using time work fine like time transfer money online banking topup pay wallet money appeared eventhough bank clearly stated transaction succesful waited hour money still appear yes thats lot fix issue find help centre doesnt help chat used
Ed,5,Positive,2026-04-16 12:32:06,was so easy to use... Dont leave without!,easy dont leave without
Elisabet Anggraeni,5,Positive,2026-04-16 12:20:26,keep up the good work.... 💪,keep good work
Long J,5,Positive,2026-04-16 12:19:34,hi I just don't know why cannot make payment for the car ride on the app,dont know make payment car ride
Sam Simmons,5,Positive,2026-04-16 12:18:08,Works really well in Asia and it takes the hassle out of negotiating prices for taxis,work really well asia take hassle negotiating price taxi
Byash Chaudhury,5,Positive,2026-04-16 12:14:08,very fast service,fast service
Nurul Anis Bahari,5,Positive,2026-04-16 11:57:45,👍👍👍,
Satnam Singh Saini,5,Positive,2026-04-16 11:51:38,Nice,nice
Rogie Gabarda,5,Positive,2026-04-16 11:18:11,nice app,nice
darrel nash,5,Positive,2026-04-16 11:13:02,Just 👍 great. speedy safe and sound,great speedy safe sound
STANLEY TAY CHAI HOCK,5,Positive,2026-04-16 11:10:44,very good manners & helpfulness.,good manner helpfulness
Carlo Angelo Panelo,5,Positive,2026-04-16 09:38:13,"Hello, I have been a loyal Grab user, especially over the past few years. Why don't I have a loan offer even though I’ve been a Grab user for a long time and I use the app constantly? How come others who are new users already have one? Thank you :) just aking",hello loyal user especially past year dont loan offer even though ive user long time constantly come others new user already thank aking
Lisan Lim,5,Positive,2026-04-16 09:19:10,Very professional courteous careful helpful driving. Clean comfortable vehicle. Prompt punctual.,professional courteous careful helpful driving clean comfortable vehicle prompt punctual
Ihsan Ullah#3,5,Positive,2026-04-16 09:14:32,best service in food and taxi.,best service food taxi
Yoel Ivan,1,Negative,2026-04-16 08:42:57,Duped to use premium and had to pay foreign transaction fee.,duped premium pay foreign transaction fee
Ko Ro,1,Negative,2026-04-16 07:18:04,"why should I top up ""at least"" Rm 100 for use grab pay or whatever it's call. in the past, it's only ""Rm 10"". why did you increase the minimum top up huh?",top least pay whatever call past increase minimum top huh
Kevin Phillips,5,Positive,2026-04-16 07:14:44,on time and extremely pleasant.,time extremely pleasant
Denice Miracle,5,Positive,2026-04-16 06:22:23,very good service in Singapore,good service singapore
Nesar Uddin,5,Positive,2026-04-16 04:02:39,ok,
Itay Nevo,1,Negative,2026-04-16 02:12:04,last moment cancellations,last moment cancellation
Mary joy Solina,5,Positive,2026-04-16 01:57:20,good,good
Xiao Feng,5,Positive,2026-04-16 01:53:38,good response,good response
Ahmadjj Beniko,1,Negative,2026-04-16 01:19:05,"The apps suck, there's too much bug and the payment got stuck often. it's truly frustrating",apps suck there much bug payment got stuck often truly frustrating
Gustavo,2,Negative,2026-04-16 00:56:43,Only to be used as last resort. Time estimation is very inaccurate. Orders often delayed and in the event that you order for twice and is again delayed you are forced to take the order without being able to cancel.,used last resort time estimation inaccurate order often delayed event order twice delayed forced take order without able cancel
Mohammad Khuzaizi,5,Positive,2026-04-16 00:02:24,trbaikkkkkkk,trbaikkkkkkk
Vasanti Mogan,5,Positive,2026-04-15 23:46:45,good and fast service,good fast service
Ching Wai Chin,5,Positive,2026-04-15 23:24:50,good,good
